코드,시도명,시군구명,읍면동명,X,Y
11110515,서울특별시,종로구,청운효자동,126.9704175,37.58465806
11110530,서울특별시,종로구,사직동,126.9701437,37.57410805
11110540,서울특별시,종로구,삼청동,126.9811137,37.58801344
11110550,서울특별시,종로구,부암동,126.9625567,37.59669866
11110560,서울특별시,종로구,평창동,126.969274,37.61396501
11110570,서울특별시,종로구,무악동,126.9589891,37.57774075
11110580,서울특별시,종로구,교남동,126.964161,37.57105298
11110600,서울특별시,종로구,가회동,126.9866182,37.58267644
11110615,서울특별시,종로구,종로1.2.3.4가동,126.9897333,37.57507655
11110630,서울특별시,종로구,종로5.6가동,127.004241,37.573016
11110640,서울특별시,종로구,이화동,127.0030693,37.57969001
11110650,서울특별시,종로구,혜화동,126.9976891,37.58747148
11110670,서울특별시,종로구,창신제1동,127.0140191,37.57226265
11110680,서울특별시,종로구,창신제2동,127.0102517,37.57575481
11110690,서울특별시,종로구,창신제3동,127.0132088,37.57881917
11110700,서울특별시,종로구,숭인제1동,127.0168612,37.57722518
11110710,서울특별시,종로구,숭인제2동,127.0206376,37.57430675
11140520,서울특별시,중구,소공동,126.9743586,37.56429679
11140540,서울특별시,중구,회현동,126.9767086,37.55696816
11140550,서울특별시,중구,명동,126.9843554,37.56372809
11140570,서울특별시,중구,필동,126.9938483,37.55680279
11140580,서울특별시,중구,장충동,127.0022798,37.55560998
11140590,서울특별시,중구,광희동,127.0036254,37.56520434
11140605,서울특별시,중구,을지로동,126.9964914,37.56664043
11140615,서울특별시,중구,신당동,127.0137748,37.56574752
11140625,서울특별시,중구,다산동,127.0082631,37.55470266
11140635,서울특별시,중구,약수동,127.0102398,37.54983728
11140645,서울특별시,중구,청구동,127.0149896,37.55685546
11140650,서울특별시,중구,신당제5동,127.0220162,37.56358116
11140665,서울특별시,중구,동화동,127.018671,37.56059413
11140670,서울특별시,중구,황학동,127.020798,37.56841911
11140680,서울특별시,중구,중림동,126.9659614,37.55731796
11170510,서울특별시,용산구,후암동,126.9805887,37.54993772
11170520,서울특별시,용산구,용산2가동,126.9835321,37.54023873
11170530,서울특별시,용산구,남영동,126.9735057,37.54510712
11170555,서울특별시,용산구,청파동,126.9671666,37.54785722
11170560,서울특별시,용산구,원효로제1동,126.9665602,37.53747049
11170570,서울특별시,용산구,원효로제2동,126.9513933,37.53310438
11170580,서울특별시,용산구,효창동,126.9613089,37.54305122
11170590,서울특별시,용산구,용문동,126.9585843,37.5381469
11170625,서울특별시,용산구,한강로동,126.9678552,37.52918454
11170630,서울특별시,용산구,이촌제1동,126.9709594,37.5172771
11170640,서울특별시,용산구,이촌제2동,126.9539394,37.52333115
11170650,서울특별시,용산구,이태원제1동,126.9932493,37.53339456
11170660,서울특별시,용산구,이태원제2동,126.9921342,37.54166032
11170685,서울특별시,용산구,한남동,127.005801,37.53710166
11170690,서울특별시,용산구,서빙고동,126.9883765,37.52246962
11170700,서울특별시,용산구,보광동,127.0012626,37.52587096
11200520,서울특별시,성동구,왕십리제2동,127.0276904,37.56149776
11200535,서울특별시,성동구,왕십리도선동,127.0295695,37.56679117
11200540,서울특별시,성동구,마장동,127.0404901,37.56763673
11200550,서울특별시,성동구,사근동,127.0454347,37.558015
11200560,서울특별시,성동구,행당제1동,127.0360566,37.55901978
11200570,서울특별시,성동구,행당제2동,127.0295034,37.55667576
11200580,서울특별시,성동구,응봉동,127.0339822,37.5509888
11200590,서울특별시,성동구,금호1가동,127.0250557,37.55366878
11200615,서울특별시,성동구,금호2.3가동,127.0198922,37.55142836
11200620,서울특별시,성동구,금호4가동,127.0246,37.54459485
11200645,서울특별시,성동구,옥수동,127.0161757,37.54196706
11200650,서울특별시,성동구,성수1가제1동,127.0410443,37.54042032
11200660,서울특별시,성동구,성수1가제2동,127.0439521,37.54907374
11200670,서울특별시,성동구,성수2가제1동,127.0552814,37.5366552
11200690,서울특별시,성동구,성수2가제3동,127.0581429,37.54554228
11200720,서울특별시,성동구,송정동,127.065698,37.55233315
11200790,서울특별시,성동구,용답동,127.0578488,37.55854018
11215710,서울특별시,광진구,화양동,127.0734599,37.54326499
11215730,서울특별시,광진구,군자동,127.0736809,37.55306569
11215740,서울특별시,광진구,중곡제1동,127.0777222,37.5620373
11215750,서울특별시,광진구,중곡제2동,127.084587,37.55890871
11215760,서울특별시,광진구,중곡제3동,127.0819697,37.56785113
11215770,서울특별시,광진구,중곡제4동,127.0944481,37.56391182
11215780,서울특별시,광진구,능동,127.0816453,37.55065718
11215810,서울특별시,광진구,광장동,127.1048726,37.54828309
11215820,서울특별시,광진구,자양제1동,127.0804154,37.53554348
11215830,서울특별시,광진구,자양제2동,127.0832539,37.52933469
11215840,서울특별시,광진구,자양제3동,127.0711983,37.5316904
11215847,서울특별시,광진구,자양제4동,127.0637659,37.53389181
11215850,서울특별시,광진구,구의제1동,127.0860324,37.5414904
11215860,서울특별시,광진구,구의제2동,127.0944503,37.55100224
11215870,서울특별시,광진구,구의제3동,127.0952359,37.53509206
11230536,서울특별시,동대문구,용신동,127.0322863,37.57561621
11230545,서울특별시,동대문구,제기동,127.0372424,37.58367676
11230560,서울특별시,동대문구,전농제1동,127.051048,37.57901159
11230570,서울특별시,동대문구,전농제2동,127.0611441,37.58072119
11230600,서울특별시,동대문구,답십리제1동,127.0516992,37.5709437
11230610,서울특별시,동대문구,답십리제2동,127.0611138,37.57089199
11230650,서울특별시,동대문구,장안제1동,127.0685899,37.56623145
11230660,서울특별시,동대문구,장안제2동,127.0725385,37.57576022
11230705,서울특별시,동대문구,청량리동,127.0451188,37.58894055
11230710,서울특별시,동대문구,회기동,127.051407,37.59370059
11230720,서울특별시,동대문구,휘경제1동,127.0624745,37.59187265
11230730,서울특별시,동대문구,휘경제2동,127.0664358,37.58650599
11230740,서울특별시,동대문구,이문제1동,127.0602927,37.59722176
11230750,서울특별시,동대문구,이문제2동,127.0674922,37.60283343
11260520,서울특별시,중랑구,면목제2동,127.0781438,37.58937783
11260540,서울특별시,중랑구,면목제4동,127.0864748,37.57347748
11260550,서울특별시,중랑구,면목제5동,127.0796656,37.58297244
11260565,서울특별시,중랑구,면목본동,127.0895305,37.58834061
11260570,서울특별시,중랑구,면목제7동,127.0926912,37.5772948
11260575,서울특별시,중랑구,면목제3.8동,127.0973813,37.58459652
11260580,서울특별시,중랑구,상봉제1동,127.0894684,37.60202536
11260590,서울특별시,중랑구,상봉제2동,127.0838977,37.59424491
11260600,서울특별시,중랑구,중화제1동,127.0831492,37.60228732
11260610,서울특별시,중랑구,중화제2동,127.0752082,37.59872325
11260620,서울특별시,중랑구,묵제1동,127.0824505,37.61373601
11260630,서울특별시,중랑구,묵제2동,127.0746657,37.61037218
11260655,서울특별시,중랑구,망우본동,127.107536,37.6019869
11260660,서울특별시,중랑구,망우제3동,127.1029395,37.5918077
11260680,서울특별시,중랑구,신내1동,127.1045067,37.61280175
11260690,서울특별시,중랑구,신내2동,127.0916163,37.61095054
11290525,서울특별시,성북구,성북동,126.9961501,37.59586828
11290555,서울특별시,성북구,삼선동,127.0117956,37.5866188
11290575,서울특별시,성북구,동선동,127.0184261,37.59373543
11290580,서울특별시,성북구,돈암제1동,127.0240416,37.59932704
11290590,서울특별시,성북구,돈암제2동,127.0116292,37.59727529
11290600,서울특별시,성북구,안암동,127.027309,37.58725171
11290610,서울특별시,성북구,보문동,127.0192189,37.58260326
11290620,서울특별시,성북구,정릉제1동,127.0166528,37.60326167
11290630,서울특별시,성북구,정릉제2동,127.0081182,37.60379361
11290640,서울특별시,성북구,정릉제3동,126.993765,37.61226303
11290650,서울특별시,성북구,정릉제4동,126.9951801,37.62351062
11290660,서울특별시,성북구,길음제1동,127.0197352,37.60811224
11290685,서울특별시,성북구,길음제2동,127.027231,37.6079711
11290705,서울특별시,성북구,종암동,127.0333744,37.59725007
11290715,서울특별시,성북구,월곡제1동,127.0364479,37.60787813
11290725,서울특별시,성북구,월곡제2동,127.0451927,37.60329982
11290760,서울특별시,성북구,장위제1동,127.0442649,37.61494425
11290770,서울특별시,성북구,장위제2동,127.0517267,37.61222375
11290780,서울특별시,성북구,장위제3동,127.0534944,37.61817789
11290810,서울특별시,성북구,석관동,127.0613359,37.60826024
11305534,서울특별시,강북구,삼양동,127.0146843,37.62379262
11305535,서울특별시,강북구,미아동,127.0262927,37.62870001
11305545,서울특별시,강북구,송중동,127.0329218,37.6177049
11305555,서울특별시,강북구,송천동,127.0248713,37.61822155
11305575,서울특별시,강북구,삼각산동,127.0168306,37.61712721
11305590,서울특별시,강북구,번제1동,127.030545,37.63762597
11305600,서울특별시,강북구,번제2동,127.0347946,37.6295153
11305606,서울특별시,강북구,번제3동,127.0423359,37.62378241
11305610,서울특별시,강북구,수유제1동,127.0088389,37.6299267
11305620,서울특별시,강북구,수유제2동,127.0195037,37.64540182
11305630,서울특별시,강북구,수유제3동,127.0235463,37.64045508
11305645,서울특별시,강북구,우이동,127.000323,37.66035273
11305660,서울특별시,강북구,인수동,127.003963,37.63764065
11320511,서울특별시,도봉구,창제1동,127.0435641,37.64713518
11320512,서울특별시,도봉구,창제2동,127.0368249,37.64262634
11320513,서울특별시,도봉구,창제3동,127.0416275,37.63736038
11320514,서울특별시,도봉구,창제4동,127.0509264,37.65257763
11320515,서울특별시,도봉구,창제5동,127.0427663,37.65535977
11320521,서울특별시,도봉구,도봉제1동,127.0267942,37.68508409
11320522,서울특별시,도봉구,도봉제2동,127.0477921,37.68118802
11320660,서울특별시,도봉구,쌍문제1동,127.0195119,37.65302538
11320670,서울특별시,도봉구,쌍문제2동,127.0370019,37.65706204
11320680,서울특별시,도봉구,쌍문제3동,127.0305863,37.64768718
11320681,서울특별시,도봉구,쌍문제4동,127.0304077,37.65555058
11320690,서울특별시,도봉구,방학제1동,127.0435171,37.66503304
11320700,서울특별시,도봉구,방학제2동,127.0322602,37.66914508
11320710,서울특별시,도봉구,방학제3동,127.0234695,37.66279624
11350560,서울특별시,노원구,월계1동,127.0586035,37.62180521
11350570,서울특별시,노원구,월계2동,127.0512066,37.63407486
11350580,서울특별시,노원구,월계3동,127.0648918,37.62465546
11350595,서울특별시,노원구,공릉1동,127.0727701,37.62411899
11350600,서울특별시,노원구,공릉2동,127.0942279,37.63161361
11350611,서울특별시,노원구,하계1동,127.0748088,37.63861785
11350612,서울특별시,노원구,하계2동,127.0648229,37.63483892
11350619,서울특별시,노원구,중계본동,127.0857615,37.64813647
11350621,서울특별시,노원구,중계1동,127.0735009,37.65001713
11350624,서울특별시,노원구,중계4동,127.0822421,37.65884697
11350625,서울특별시,노원구,중계2.3동,127.0658879,37.64334422
11350630,서울특별시,노원구,상계1동,127.065333,37.68326823
11350640,서울특별시,노원구,상계2동,127.0672655,37.65648818
11350665,서울특별시,노원구,상계3.4동,127.0832669,37.67514556
11350670,서울특별시,노원구,상계5동,127.0695988,37.66322072
11350695,서울특별시,노원구,상계6.7동,127.0600922,37.64874987
11350700,서울특별시,노원구,상계8동,127.053651,37.66629013
11350710,서울특별시,노원구,상계9동,127.0624959,37.66807013
11350720,서울특별시,노원구,상계10동,127.0583985,37.65964375
11380510,서울특별시,은평구,녹번동,126.9350497,37.60541499
11380520,서울특별시,은평구,불광제1동,126.9392715,37.61731254
11380530,서울특별시,은평구,불광제2동,126.9286503,37.62437284
11380551,서울특별시,은평구,갈현제1동,126.9148871,37.62535252
11380552,서울특별시,은평구,갈현제2동,126.9121235,37.6182836
11380560,서울특별시,은평구,구산동,126.9076465,37.61106366
11380570,서울특별시,은평구,대조동,126.923095,37.61227984
11380580,서울특별시,은평구,응암제1동,126.9269001,37.59825533
11380590,서울특별시,은평구,응암제2동,126.9230242,37.5918852
11380600,서울특별시,은평구,응암제3동,126.9177452,37.58865367
11380625,서울특별시,은평구,역촌동,126.9145295,37.60456887
11380631,서울특별시,은평구,신사제1동,126.9088428,37.59899369
11380632,서울특별시,은평구,신사제2동,126.9062855,37.59289124
11380640,서울특별시,은평구,증산동,126.9058111,37.58378124
11380650,서울특별시,은평구,수색동,126.8949008,37.58577058
11380690,서울특별시,은평구,진관동,126.9405178,37.6392786
11410520,서울특별시,서대문구,천연동,126.9571405,37.57121447
11410555,서울특별시,서대문구,북아현동,126.9555167,37.55924765
11410565,서울특별시,서대문구,충현동,126.9580981,37.56390859
11410585,서울특별시,서대문구,신촌동,126.9410629,37.56363566
11410615,서울특별시,서대문구,연희동,126.9327348,37.57200573
11410620,서울특별시,서대문구,홍제제1동,126.9452007,37.58154125
11410640,서울특별시,서대문구,홍제제3동,126.9511599,37.59202283
11410655,서울특별시,서대문구,홍제제2동,126.9525258,37.58454681
11410660,서울특별시,서대문구,홍은제1동,126.9470273,37.59997969
11410685,서울특별시,서대문구,홍은제2동,126.9321738,37.58699157
11410690,서울특별시,서대문구,남가좌제1동,126.9162014,37.57169443
11410700,서울특별시,서대문구,남가좌제2동,126.9213304,37.57762435
11410710,서울특별시,서대문구,북가좌제1동,126.9080032,37.57526769
11410720,서울특별시,서대문구,북가좌제2동,126.9135009,37.58100351
11440555,서울특별시,마포구,아현동,126.9528414,37.55192606
11440565,서울특별시,마포구,공덕동,126.9577856,37.54911941
11440585,서울특별시,마포구,도화동,126.9468072,37.53703989
11440590,서울특별시,마포구,용강동,126.9412701,37.54058865
11440600,서울특별시,마포구,대흥동,126.9414005,37.55212202
11440610,서울특별시,마포구,염리동,126.9475469,37.549825
11440630,서울특별시,마포구,신수동,126.9336424,37.54362572
11440655,서울특별시,마포구,서강동,126.9251579,37.54594625
11440660,서울특별시,마포구,서교동,126.9209483,37.55477218
11440680,서울특별시,마포구,합정동,126.9088414,37.54687455
11440690,서울특별시,마포구,망원제1동,126.9002062,37.55275257
11440700,서울특별시,마포구,망원제2동,126.8956802,37.55712018
11440710,서울특별시,마포구,연남동,126.9215449,37.56302992
11440720,서울특별시,마포구,성산제1동,126.9118453,37.56198238
11440730,서울특별시,마포구,성산제2동,126.9020429,37.56810577
11440740,서울특별시,마포구,상암동,126.8808606,37.57179302
11470510,서울특별시,양천구,목1동,126.8750988,37.52744429
11470520,서울특별시,양천구,목2동,126.8740985,37.54359372
11470530,서울특별시,양천구,목3동,126.8654123,37.5452004
11470540,서울특별시,양천구,목4동,126.8668959,37.53543666
11470550,서울특별시,양천구,목5동,126.8810274,37.5363113
11470560,서울특별시,양천구,신월1동,126.8345321,37.5312656
11470570,서울특별시,양천구,신월2동,126.8463303,37.52339747
11470580,서울특별시,양천구,신월3동,126.8274672,37.53236069
11470590,서울특별시,양천구,신월4동,126.8398207,37.52224911
11470600,서울특별시,양천구,신월5동,126.8298984,37.54004485
11470610,서울특별시,양천구,신월6동,126.84213,37.51597382
11470611,서울특별시,양천구,신월7동,126.8323374,37.52066289
11470620,서울특별시,양천구,신정1동,126.8596345,37.51887731
11470630,서울특별시,양천구,신정2동,126.8751771,37.51895289
11470640,서울특별시,양천구,신정3동,126.839397,37.51178227
11470650,서울특별시,양천구,신정4동,126.8575706,37.52540925
11470670,서울특별시,양천구,신정6동,126.8696437,37.51591081
11470680,서울특별시,양천구,신정7동,126.8646833,37.51011626
11500510,서울특별시,강서구,염창동,126.8754313,37.55321167
11500520,서울특별시,강서구,등촌제1동,126.8596333,37.55585624
11500530,서울특별시,강서구,등촌제2동,126.8600253,37.54573555
11500535,서울특별시,강서구,등촌제3동,126.8463387,37.56105481
11500540,서울특별시,강서구,화곡제1동,126.840936,37.53378027
11500550,서울특별시,강서구,화곡제2동,126.8543682,37.53227844
11500560,서울특별시,강서구,화곡제3동,126.8342728,37.54405576
11500570,서울특별시,강서구,화곡제4동,126.8585756,37.53609824
11500590,서울특별시,강서구,화곡본동,126.848162,37.54257376
11500591,서울특별시,강서구,화곡제6동,126.8511659,37.5517219
11500593,서울특별시,강서구,화곡제8동,126.8486334,37.53422071
11500603,서울특별시,강서구,가양제1동,126.8343471,37.57310053
11500604,서울특별시,강서구,가양제2동,126.8540072,37.56865706
11500605,서울특별시,강서구,가양제3동,126.8622967,37.56268228
11500611,서울특별시,강서구,발산제1동,126.8255767,37.55044737
11500615,서울특별시,강서구,우장산동,126.8410151,37.55057211
11500620,서울특별시,강서구,공항동,126.7949567,37.55649098
11500630,서울특별시,강서구,방화제1동,126.8175504,37.56864279
11500640,서울특별시,강서구,방화제2동,126.8045064,37.58380446
11500641,서울특별시,강서구,방화제3동,126.8155342,37.58158459
11530510,서울특별시,구로구,신도림동,126.8828466,37.50973385
11530520,서울특별시,구로구,구로제1동,126.8754605,37.49303215
11530530,서울특별시,구로구,구로제2동,126.8794941,37.4974548
11530540,서울특별시,구로구,구로제3동,126.8949839,37.48487855
11530550,서울특별시,구로구,구로제4동,126.8901972,37.49153575
11530560,서울특별시,구로구,구로제5동,126.8884808,37.50203021
11530595,서울특별시,구로구,가리봉동,126.8882567,37.48255546
11530720,서울특별시,구로구,고척제1동,126.8633991,37.50065876
11530730,서울특별시,구로구,고척제2동,126.8533114,37.50585449
11530740,서울특별시,구로구,개봉제1동,126.849876,37.49988482
11530750,서울특별시,구로구,개봉제2동,126.856364,37.4927299
11530760,서울특별시,구로구,개봉제3동,126.8524112,37.48683576
11530770,서울특별시,구로구,오류제1동,126.841634,37.49696398
11530780,서울특별시,구로구,오류제2동,126.8346029,37.48419905
11530790,서울특별시,구로구,수궁동,126.8260696,37.49827721
11545510,서울특별시,금천구,가산동,126.8843407,37.47683526
11545610,서울특별시,금천구,독산제1동,126.8927203,37.46419939
11545620,서울특별시,금천구,독산제2동,126.902554,37.46382547
11545630,서울특별시,금천구,독산제3동,126.9045938,37.47593304
11545640,서울특별시,금천구,독산제4동,126.9040517,37.46921875
11545670,서울특별시,금천구,시흥제1동,126.9001461,37.45288648
11545680,서울특별시,금천구,시흥제2동,126.9200731,37.45058997
11545690,서울특별시,금천구,시흥제3동,126.9059256,37.4402763
11545700,서울특별시,금천구,시흥제4동,126.9091055,37.46007805
11545710,서울특별시,금천구,시흥제5동,126.9124311,37.44874995
11560515,서울특별시,영등포구,영등포본동,126.9096958,37.51372246
11560535,서울특별시,영등포구,영등포동,126.9078421,37.52152233
11560540,서울특별시,영등포구,여의동,126.9275709,37.52748903
11560550,서울특별시,영등포구,당산제1동,126.8968512,37.52393073
11560560,서울특별시,영등포구,당산제2동,126.9039118,37.5329829
11560585,서울특별시,영등포구,도림동,126.9012358,37.50927725
11560605,서울특별시,영등포구,문래동,126.8914717,37.51638046
11560610,서울특별시,영등포구,양평제1동,126.8870734,37.52507415
11560620,서울특별시,영등포구,양평제2동,126.8941779,37.54060041
11560630,서울특별시,영등포구,신길제1동,126.9195105,37.51233791
11560650,서울특별시,영등포구,신길제3동,126.9058866,37.5064471
11560660,서울특별시,영등포구,신길제4동,126.9129179,37.50728458
11560670,서울특별시,영등포구,신길제5동,126.9055547,37.50111709
11560680,서울특별시,영등포구,신길제6동,126.9135411,37.49915626
11560690,서울특별시,영등포구,신길제7동,126.9198031,37.50579781
11560700,서울특별시,영등포구,대림제1동,126.9052616,37.49376859
11560710,서울특별시,영등포구,대림제2동,126.9006434,37.48963464
11560720,서울특별시,영등포구,대림제3동,126.8972722,37.49986827
11590510,서울특별시,동작구,노량진제1동,126.9491547,37.51302538
11590520,서울특별시,동작구,노량진제2동,126.9380026,37.51092998
11590530,서울특별시,동작구,상도제1동,126.9534704,37.49832855
11590540,서울특별시,동작구,상도제2동,126.9420601,37.50367378
11590550,서울특별시,동작구,상도제3동,126.9333544,37.49722769
11590560,서울특별시,동작구,상도제4동,126.9407635,37.49742885
11590605,서울특별시,동작구,흑석동,126.9637629,37.50629622
11590620,서울특별시,동작구,사당제1동,126.9774092,37.47971693
11590630,서울특별시,동작구,사당제2동,126.9751918,37.49823275
11590640,서울특별시,동작구,사당제3동,126.970862,37.48881204
11590650,서울특별시,동작구,사당제4동,126.97077,37.48059083
11590651,서울특별시,동작구,사당제5동,126.9650402,37.48580389
11590660,서울특별시,동작구,대방동,126.9280262,37.50711415
11590670,서울특별시,동작구,신대방제1동,126.9107055,37.48994822
11590680,서울특별시,동작구,신대방제2동,126.9215319,37.4943097
11620525,서울특별시,관악구,보라매동,126.9325945,37.49035779
11620545,서울특별시,관악구,청림동,126.9595685,37.48941469
11620565,서울특별시,관악구,성현동,126.9511664,37.48951457
11620575,서울특별시,관악구,행운동,126.9606222,37.48090362
11620585,서울특별시,관악구,낙성대동,126.9600458,37.46723064
11620595,서울특별시,관악구,청룡동,126.9458841,37.47804927
11620605,서울특별시,관악구,은천동,126.9422091,37.48682133
11620615,서울특별시,관악구,중앙동,126.950618,37.48412242
11620625,서울특별시,관악구,인헌동,126.966619,37.47207782
11620630,서울특별시,관악구,남현동,126.9766402,37.46247162
11620645,서울특별시,관악구,서원동,126.9334447,37.48060171
11620655,서울특별시,관악구,신원동,126.9266988,37.47930041
11620665,서울특별시,관악구,서림동,126.9392101,37.47354846
11620685,서울특별시,관악구,신사동,126.9187529,37.4856255
11620695,서울특별시,관악구,신림동,126.9276129,37.48690034
11620715,서울특별시,관악구,난향동,126.9182663,37.46158877
11620725,서울특별시,관악구,조원동,126.9075252,37.48293838
11620735,서울특별시,관악구,대학동,126.9484818,37.4534754
11620745,서울특별시,관악구,삼성동,126.9301374,37.46066891
11620765,서울특별시,관악구,미성동,126.9154263,37.4759385
11620775,서울특별시,관악구,난곡동,126.9210486,37.47049534
11650510,서울특별시,서초구,서초1동,127.0201386,37.48695548
11650520,서울특별시,서초구,서초2동,127.0279102,37.488817
11650530,서울특별시,서초구,서초3동,127.0095921,37.48543127
11650531,서울특별시,서초구,서초4동,127.0199641,37.49898522
11650540,서울특별시,서초구,잠원동,127.0130388,37.51763843
11650550,서울특별시,서초구,반포본동,126.9864759,37.50628944
11650560,서울특별시,서초구,반포1동,127.016631,37.50550591
11650570,서울특별시,서초구,반포2동,126.9956951,37.50637942
11650580,서울특별시,서초구,반포3동,127.0035922,37.5124083
11650581,서울특별시,서초구,반포4동,127.003289,37.49958086
11650590,서울특별시,서초구,방배본동,126.9877656,37.49494886
11650600,서울특별시,서초구,방배1동,126.9963028,37.48491251
11650610,서울특별시,서초구,방배2동,126.9884853,37.47301542
11650620,서울특별시,서초구,방배3동,126.9978999,37.47431989
11650621,서울특별시,서초구,방배4동,126.990987,37.48981879
11650651,서울특별시,서초구,양재1동,127.0225308,37.46955773
11650652,서울특별시,서초구,양재2동,127.0459051,37.45114771
11650660,서울특별시,서초구,내곡동,127.070548,37.45652174
11680510,서울특별시,강남구,신사동,127.0213951,37.5257178
11680521,서울특별시,강남구,논현1동,127.0264959,37.51190951
11680531,서울특별시,강남구,논현2동,127.0362183,37.5152058
11680545,서울특별시,강남구,압구정동,127.0334835,37.53026671
11680565,서울특별시,강남구,청담동,127.0505033,37.52453792
11680580,서울특별시,강남구,삼성1동,127.0606281,37.51539702
11680590,서울특별시,강남구,삼성2동,127.0487603,37.51183935
11680600,서울특별시,강남구,대치1동,127.0589654,37.49339121
11680610,서울특별시,강남구,대치2동,127.0664154,37.50057536
11680630,서울특별시,강남구,대치4동,127.054899,37.50166055
11680640,서울특별시,강남구,역삼1동,127.0354909,37.50088902
11680650,서울특별시,강남구,역삼2동,127.044891,37.49850209
11680655,서울특별시,강남구,도곡1동,127.0409758,37.48904528
11680656,서울특별시,강남구,도곡2동,127.0496537,37.48821111
11680660,서울특별시,강남구,개포1동,127.0647095,37.4792839
11680670,서울특별시,강남구,개포2동,127.067635,37.48647682
11680690,서울특별시,강남구,개포4동,127.0532365,37.47555236
11680700,서울특별시,강남구,세곡동,127.1043475,37.47107468
11680720,서울특별시,강남구,일원본동,127.0846745,37.48236971
11680730,서울특별시,강남구,일원1동,127.089246,37.49338576
11680740,서울특별시,강남구,일원2동,127.0793166,37.49547357
11680750,서울특별시,강남구,수서동,127.1005693,37.48683684
11710510,서울특별시,송파구,풍납1동,127.1142997,37.5382393
11710520,서울특별시,송파구,풍납2동,127.1101272,37.52985047
11710531,서울특별시,송파구,거여1동,127.1416763,37.49438602
11710532,서울특별시,송파구,거여2동,127.1471747,37.49237517
11710540,서울특별시,송파구,마천1동,127.1557246,37.49478347
11710550,서울특별시,송파구,마천2동,127.1514576,37.50032842
11710561,서울특별시,송파구,방이1동,127.1223151,37.50977183
11710562,서울특별시,송파구,방이2동,127.1138263,37.51325463
11710566,서울특별시,송파구,오륜동,127.1287213,37.51761746
11710570,서울특별시,송파구,오금동,127.1343985,37.50398961
11710580,서울특별시,송파구,송파1동,127.1103206,37.50716769
11710590,서울특별시,송파구,송파2동,127.1168312,37.50283563
11710600,서울특별시,송파구,석촌동,127.1024623,37.50272362
11710610,서울특별시,송파구,삼전동,127.0919059,37.50172021
11710620,서울특별시,송파구,가락본동,127.1216395,37.49721686
11710631,서울특별시,송파구,가락1동,127.108235,37.49532907
11710632,서울특별시,송파구,가락2동,127.130643,37.49585964
11710641,서울특별시,송파구,문정1동,127.1268593,37.48817304
11710642,서울특별시,송파구,문정2동,127.1191361,37.48069393
11710646,서울특별시,송파구,장지동,127.131629,37.48278895
11710647,서울특별시,송파구,위례동,127.1412431,37.4816611
11710650,서울특별시,송파구,잠실본동,127.0822939,37.50550699
11710670,서울특별시,송파구,잠실2동,127.0788194,37.51771946
11710680,서울특별시,송파구,잠실3동,127.0943193,37.51363837
11710690,서울특별시,송파구,잠실4동,127.1081523,37.52125459
11710710,서울특별시,송파구,잠실6동,127.0999816,37.51906528
11710720,서울특별시,송파구,잠실7동,127.0740976,37.50748108
11740515,서울특별시,강동구,강일동,127.1740185,37.56389513
11740520,서울특별시,강동구,상일동,127.1648423,37.55074458
11740530,서울특별시,강동구,명일제1동,127.1459406,37.5503714
11740540,서울특별시,강동구,명일제2동,127.1542047,37.54828868
11740550,서울특별시,강동구,고덕제1동,127.1503072,37.56334718
11740560,서울특별시,강동구,고덕제2동,127.1616393,37.56586515
11740570,서울특별시,강동구,암사제1동,127.1345856,37.551855
11740580,서울특별시,강동구,암사제2동,127.1232422,37.55738056
11740590,서울특별시,강동구,암사제3동,127.1385091,37.56150499
11740600,서울특별시,강동구,천호제1동,127.1385817,37.54631851
11740610,서울특별시,강동구,천호제2동,127.1222751,37.54469098
11740620,서울특별시,강동구,천호제3동,127.1331959,37.53965387
11740640,서울특별시,강동구,성내제1동,127.1255189,37.52876408
11740650,서울특별시,강동구,성내제2동,127.1277368,37.53436452
11740660,서울특별시,강동구,성내제3동,127.1337967,37.52840356
11740685,서울특별시,강동구,길동,127.1459068,37.53972505
11740690,서울특별시,강동구,둔촌제1동,127.1404347,37.52314517
11740700,서울특별시,강동구,둔촌제2동,127.1474138,37.53151448
